Area_Type,Area,Area_Name,SOC,Occupational_Title,Employment,Mean_Wage,Median_Wage,Entry_Wage,Experienced_Wage
10,10,Western New York Region,47-2051,Cement Masons and Concrete Finishers,490,43750,39310,29560,50850
10,3,Finger Lakes Region,49-3041,Farm Equipment Mechanics and Service Technicians,190,40640,38980,31310,45310
10,3,Finger Lakes Region,41-2011,Cashiers,14490,22820,21632,21632,23810
1,36,New York State,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1280,41730,40590,31100,47040
10,3,Finger Lakes Region,31-1011,Home Health Aides,4560,29240,27140,23160,32290
10,6,Mohawk Valley Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",120,33100,32470,24290,37510
10,8,North Country Region,47-4090,Miscellaneous Construction and Related Workers,,45700,45560,37400,49850
1,36,New York State,13-1041,Compliance Officers,21490,77490,73650,49040,91710
10,2,Central New York Region,29-1029," Dentists, All Other Specialists",,146050,143130,95940,171100
10,9,Southern Tier Region,53-6021,Parking Lot Attendants,250,24510,23410,22130,25700
10,4,Hudson Valley Region,11-9031,"Education Administrators, Preschool and Childcare Center/Program",670,65960,53940,38930,79480
10,10,Western New York Region,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",80,66510,58880,42320,78610
10,7,New York City Region,49-9052,Telecommunications Line Installers and Repairers,4490,81310,90800,50260,96840
10,6,Mohawk Valley Region,43-4199," Information and Record Clerks, All Other",100,40620,40350,31080,45390
10,10,Western New York Region,13-1020,Buyers and Purchasing Agents,1600,62850,59590,41330,73620
10,2,Central New York Region,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",1510,42090,38960,26150,50060
10,5,Long Island Region,29-1023,Orthodontists,,271120,,,
10,5,Long Island Region,29-2041,Emergency Medical Technicians and Paramedics,2700,48540,47220,31030,57290
10,4,Hudson Valley Region,51-1011,First-Line Supervisors of Production and Operating Workers,2580,74530,71890,42240,90670
10,6,Mohawk Valley Region,27-2012,Producers and Directors,50,86360,57990,36040,111520
10,9,Southern Tier Region,13-1111,Management Analysts,600,75340,66290,50740,87640
1,36,New York State,45-4023,Log Graders and Scalers,,39510,37730,27350,45590
1,36,New York State,49-9095,Manufactured Building and Mobile Home Installers,,30690,30400,25670,33200
10,2,Central New York Region,17-2161,Nuclear Engineers,,122250,123460,101180,132780
10,2,Central New York Region,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",,24610,22300,21632,26610
10,9,Southern Tier Region,53-7051,Industrial Truck and Tractor Operators,790,39630,39390,31480,43710
10,7,New York City Region,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",61160,24960,24960,24960,26160
10,9,Southern Tier Region,21-1012,"Educational, Guidance, School, and Vocational Counselors",1030,64260,60380,41090,75840
10,6,Mohawk Valley Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3560,35810,35200,25780,40830
10,3,Finger Lakes Region,37-2021,Pest Control Workers,150,34940,30220,23800,40520
10,7,New York City Region,43-4051,Customer Service Representatives,64540,44040,40060,26650,52740
10,5,Long Island Region,19-1023,Zoologists and Wildlife Biologists,,74150,74000,52200,85120
10,7,New York City Region,51-3093,Food Cooking Machine Operators and Tenders,,24960,24960,24960,26220
10,7,New York City Region,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",4920,47600,46800,32330,55240
10,1,Capital Region,27-2022,Coaches and Scouts,640,58640,49380,32220,71850
10,4,Hudson Valley Region,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",280,33230,31810,25130,37280
10,3,Finger Lakes Region,53-7081,Refuse and Recyclable Material Collectors,300,38200,36490,25760,44420
1,36,New York State,49-9096,Riggers,,77090,68400,49990,90640
10,9,Southern Tier Region,47-2051,Cement Masons and Concrete Finishers,70,48090,41200,34590,54840
10,7,New York City Region,17-0000,Architecture and Engineering Occupations,37860,94730,84500,58160,113020
10,7,New York City Region,41-2021,Counter and Rental Clerks,9760,29990,24960,24960,34280
10,7,New York City Region,53-1048,,8060,69140,68180,40540,83440
1,36,New York State,41-3099," Sales Representatives, Services, All Other",68000,77850,63710,36420,98570
10,2,Central New York Region,49-9069,"Precision Instrument and Equipment Repairers, All Other",,54770,55010,46560,58870
1,36,New York State,33-3051,Police and Sheriff's Patrol Officers,46940,75090,75360,47390,88940
1,36,New York State,53-3022," Bus Drivers, School or Special Client",49390,41490,40890,29410,47540
10,5,Long Island Region,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,41180,42170,26360,48590
10,4,Hudson Valley Region,17-3012,Electrical and Electronics Drafters,,65220,56440,40510,77570
10,10,Western New York Region,29-0000,Healthcare Practitioners and Technical Occupations,40320,80000,63990,39050,100480
10,7,New York City Region,27-1021,Commercial and Industrial Designers,1510,72690,70410,36350,90850
10,10,Western New York Region,51-2028,,2070,35060,32300,24990,40100
10,3,Finger Lakes Region,53-7051,Industrial Truck and Tractor Operators,1450,36490,35590,27970,40740
10,3,Finger Lakes Region,25-1191,Graduate Teaching Assistants,,49930,49460,33100,58340
10,10,Western New York Region,17-2131,Materials Engineers,60,77880,68250,52200,90720
1,36,New York State,29-1127,Speech-Language Pathologists,12090,88770,80760,56530,104890
10,4,Hudson Valley Region,45-2011,Agricultural Inspectors,,59980,58290,42470,68730
10,7,New York City Region,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",,40590,36960,33430,44170
10,6,Mohawk Valley Region,25-1042," Biological Science Teachers, Postsecondary",150,73500,65960,53550,83470
10,10,Western New York Region,53-6041,Traffic Technicians,,60850,64660,36880,72840
10,9,Southern Tier Region,49-9062,Medical Equipment Repairers,80,54510,50020,34020,64760
10,7,New York City Region,33-0000,Protective Service Occupations,163370,51540,43840,24970,64820
10,6,Mohawk Valley Region,21-1012,"Educational, Guidance, School, and Vocational Counselors",800,51360,49110,31920,61070
10,7,New York City Region,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",600,104650,92010,53770,130090
10,3,Finger Lakes Region,51-8021,Stationary Engineers and Boiler Operators,240,60250,59560,46580,67080
10,9,Southern Tier Region,19-1013,Soil and Plant Scientists,,67760,62310,50810,76240
10,1,Capital Region,47-2152," Plumbers, Pipefitters, and Steamfitters",1300,64930,67850,41980,76400
10,9,Southern Tier Region,51-1011,First-Line Supervisors of Production and Operating Workers,1530,63480,60570,39650,75400
10,2,Central New York Region,39-6012,Concierges,90,36640,34320,23150,43380
10,6,Mohawk Valley Region,29-1125,Recreational Therapists,60,49760,46910,37600,55840
10,7,New York City Region,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",400,71830,72900,65440,75020
10,10,Western New York Region,43-3011,Bill and Account Collectors,3700,32830,30720,24720,36880
10,9,Southern Tier Region,29-1125,Recreational Therapists,60,56340,58040,38770,65120
10,3,Finger Lakes Region,29-1161,Nurse Midwives,,111410,112590,93830,120200
10,3,Finger Lakes Region,25-2032,"Career/Technical Education Teachers, Secondary School",500,66530,64550,49580,75000
10,2,Central New York Region,13-0000,Business and Financial Operations Occupations,13700,72820,66380,44160,87150
10,3,Finger Lakes Region,31-9091,Dental Assistants,1160,38530,38030,27600,44000
10,3,Finger Lakes Region,19-1029," Biological Scientists, All Other",,69280,65710,44460,81690
10,3,Finger Lakes Region,49-3011,Aircraft Mechanics and Service Technicians,50,61680,60760,42140,71460
10,3,Finger Lakes Region,19-1031,Conservation Scientists,,69470,64800,55230,76590
10,4,Hudson Valley Region,29-9092,Genetic Counselors,,82760,80240,75510,86380
10,10,Western New York Region,41-1011,First-Line Supervisors of Retail Sales Workers,5210,45410,39830,29340,53450
10,1,Capital Region,39-7010,Tour and Travel Guides,70,27820,25320,23130,30160
10,3,Finger Lakes Region,51-6093,Upholsterers,,41840,40430,30940,47290
10,3,Finger Lakes Region,53-7199," Material Moving Workers, All Other",,27820,24200,22630,30410
1,36,New York State,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",650,43990,44110,33100,49440
10,5,Long Island Region,49-9061,Camera and Photographic Equipment Repairers,,58240,59160,55240,59740
10,1,Capital Region,47-2121,Glaziers,,50190,54170,35690,57440
10,6,Mohawk Valley Region,11-9161,Emergency Management Directors,,77780,75970,53490,89930
10,9,Southern Tier Region,43-0000,Office and Administrative Support Occupations,39320,37670,34400,24440,44290
1,36,New York State,29-1011,Chiropractors,2030,91290,80330,66850,103510
10,2,Central New York Region,33-9032,Security Guards,2020,47440,40240,25080,58620
10,3,Finger Lakes Region,29-1021," Dentists, General",420,179670,158070,114550,212230
1,36,New York State,39-9041,Residential Advisors,7920,34660,32040,24090,39950
10,2,Central New York Region,25-1052," Chemistry Teachers, Postsecondary",130,78680,70410,47520,94260
10,5,Long Island Region,39-5094,Skincare Specialists,780,47380,39390,28260,56950
10,7,New York City Region,35-2012," Cooks, Institution and Cafeteria",5150,36700,35680,27190,41460
10,1,Capital Region,53-7051,Industrial Truck and Tractor Operators,1400,38550,38080,28320,43660
10,5,Long Island Region,25-1072," Nursing Instructors and Teachers, Postsecondary",640,102420,100620,62640,122320
10,8,North Country Region,41-9022,Real Estate Sales Agents,30,78040,72570,42370,95870
10,4,Hudson Valley Region,53-3041,Taxi Drivers and Chauffeurs,2180,35460,31200,23520,41430
10,7,New York City Region,17-3029,"Engineering Technicians, Except Drafters, All Other",570,64150,60280,47600,72420
10,7,New York City Region,35-2021,Food Preparation Workers,29580,28050,25820,24960,31300
10,3,Finger Lakes Region,29-1141,Registered Nurses,12620,64920,63950,53220,70780
10,1,Capital Region,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",720,23930,23280,21800,25000
10,9,Southern Tier Region,41-3099," Sales Representatives, Services, All Other",860,56860,50130,31990,69290
1,36,New York State,29-2033,Nuclear Medicine Technologists,1150,85850,84280,68320,94610
10,3,Finger Lakes Region,43-4131,Loan Interviewers and Clerks,220,43030,40480,32490,48310
1,36,New York State,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",340,35380,36100,25110,40510
10,6,Mohawk Valley Region,29-1061,Anesthesiologists,,274560,,,
10,8,North Country Region,29-1065," Pediatricians, General",,146110,130290,109270,164530
10,6,Mohawk Valley Region,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",90,25510,23150,21632,27740
10,5,Long Island Region,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",,57860,58140,37250,68160
10,6,Mohawk Valley Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,240,46390,44820,33070,53050
10,5,Long Island Region,29-2055,Surgical Technologists,800,59450,59510,46440,65960
10,2,Central New York Region,43-3071,Tellers,860,30070,29700,23870,33170
10,7,New York City Region,25-1063," Economics Teachers, Postsecondary",650,141550,132670,63060,180800
10,1,Capital Region,39-9041,Residential Advisors,380,31690,30730,24780,35150
10,6,Mohawk Valley Region,29-9091,Athletic Trainers,50,49930,48140,35470,57170
10,5,Long Island Region,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",740,32180,28400,22880,36850
10,10,Western New York Region,29-2061,Licensed Practical and Licensed Vocational Nurses,4890,42370,40910,34590,46250
10,8,North Country Region,43-5041," Meter Readers, Utilities",30,50350,54130,30770,60130
10,9,Southern Tier Region,27-2041,Music Directors and Composers,60,33120,21632,21632,39430
10,5,Long Island Region,21-1029,"Social Workers, All Other",930,71390,71760,54340,79910
10,5,Long Island Region,25-9031,Instructional Coordinators,940,75520,63940,38230,94170
10,5,Long Island Region,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",4230,48570,46220,29860,57930
1,36,New York State,15-1121,Computer Systems Analysts,42500,105150,96750,64250,125600
1,36,New York State,49-3042," Mobile Heavy Equipment Mechanics, Except Engines",2810,57730,55150,40320,66430
10,4,Hudson Valley Region,25-1021," Computer Science Teachers, Postsecondary",260,99440,79780,52760,122770
10,4,Hudson Valley Region,17-2041,Chemical Engineers,,100700,95930,76200,112960
10,1,Capital Region,43-4061," Eligibility Interviewers, Government Programs",620,47820,47540,38040,52720
1,36,New York State,53-7071,Gas Compressor and Gas Pumping Station Operators,,58980,60570,47910,64510
1,36,New York State,15-1199," Computer Occupations, All Other",,89930,89830,56280,106760
10,10,Western New York Region,51-4111,Tool and Die Makers,960,58590,59490,42100,66840
10,1,Capital Region,25-1021," Computer Science Teachers, Postsecondary",200,84580,69560,47990,102880
10,10,Western New York Region,13-1071,Human Resources Specialists,1930,62530,59430,40590,73500
1,36,New York State,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",7700,35940,34530,23900,41970
1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,12810,54630,54180,35920,63980
10,1,Capital Region,43-9041,Insurance Claims and Policy Processing Clerks,880,45000,43830,32590,51200
10,5,Long Island Region,17-2031,Biomedical Engineers,,101260,105130,75880,113960
10,10,Western New York Region,19-0000,"Life, Physical, and Social Science Occupations",5080,58780,50300,27040,74650
10,1,Capital Region,47-4051,Highway Maintenance Workers,2080,41470,41300,33160,45620
10,10,Western New York Region,19-2012,Physicists,,148590,140710,54810,195480
10,7,New York City Region,17-2072," Electronics Engineers, Except Computer",570,108900,107160,68860,128920
10,7,New York City Region,13-2041,Credit Analysts,5670,137870,122980,74840,169390
10,9,Southern Tier Region,29-1171,Nurse Practitioners,420,100620,96230,79550,111160
10,4,Hudson Valley Region,43-9011,Computer Operators,470,43350,39790,31590,49230
10,7,New York City Region,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",2760,102650,75910,44150,131900
10,1,Capital Region,43-3071,Tellers,1420,30130,29770,25100,32650
10,9,Southern Tier Region,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",160,34700,32040,24450,39820
